0.3,0.3,0.3
0.5,1.0,0.3
0.9,1.8,0.4
1.4,1.0,0.4
1.8,0.2,0.5
1.0,0.8,0.5
0.2,1.5,0.6
1.0,1.5,0.6
1.8,1.5,0.7
1.0,0.8,0.8
0.2,0.2,0.8
